feature,importance
route_HGHKNO,4.0653674549148294e-05
booking_origin_Pakistan,4.062846393009498e-05
route_MELMRU,4.032325353887028e-05
route_OOLPEK,3.885567508220169e-05
route_BTUSYD,3.885280039485184e-05
route_KBVTPE,3.825271752630916e-05
route_KCHKTM,3.74801897988282e-05
route_KTMMYY,3.6929619239832715e-05
route_CKGTWU,3.575162517133186e-05
route_ICNRGN,3.5603869760982065e-05
route_HNDIKA,3.5546936247750085e-05
route_ICNKTM,3.541589016713473e-05
route_KTMTPE,3.444314416337207e-05
route_MLEPEK,3.355201614809354e-05
route_CKGPEN,3.152400209617876e-05
route_HNDMLE,3.034029679619078e-05
route_MELTWU,3.0227196881843535e-05
route_MELPUS,2.9931912671266882e-05
route_IKAMEL,2.9830959518981312e-05
route_PERUTP,2.8918098530725066e-05
route_DELLGK,2.87541303389202e-05
route_CMBCTU,2.8469486107376518e-05
route_RGNSYD,2.8034187577432787e-05
route_DELDMK,2.7218018441164563e-05
route_KIXLPQ,2.6724103498625357e-05
route_HKGKTM,2.6181600548181096e-05
route_KBVKTM,2.610303967881662e-05
route_KNOXIY,2.609556822348321e-05
route_CANMEL,2.564921254780782e-05
route_IKASUB,2.5647429924550164e-05
route_BDOIKA,2.5205666610941553e-05
route_DELHKG,2.5196599908663958e-05
booking_origin_Mongolia,2.5122595360186265e-05
route_HDYTPE,2.504293403971798e-05
route_CTSLGK,2.4554206014714584e-05
route_BKICKG,2.369978584810107e-05
route_IKAPER,2.356042903144507e-05
route_DELHKT,2.22722229607744e-05
route_CGKMRU,2.1965638960939047e-05
route_CKGJHB,2.1921339018670767e-05
route_CCUPER,2.1776109649520623e-05
route_HDYXIY,2.1738303006980297e-05
route_BTUCKG,2.1698494031577818e-05
route_DELOOL,2.1515602576465667e-05
route_PERREP,2.145330361608276e-05
route_KTMREP,2.0765793193506646e-05
route_CTSKNO,2.0666826071415392e-05
route_MAAPVG,2.0250524959024683e-05
booking_origin_Ireland,2.000704614664342e-05
route_KBVXIY,1.9633639025508077e-05
route_KLOOOL,1.9632718103822236e-05
route_CTUSUB,1.9503975773204305e-05
route_BDOCTU,1.9502519204656317e-05
route_DELKIX,1.9362724643935215e-05
route_KTMSYD,1.929863631976731e-05
route_DACKIX,1.9210181584402256e-05
booking_origin_Iran,1.9108812987521044e-05
route_PVGURT,1.8840360971236042e-05
route_CKGTRZ,1.8082137998488542e-05
route_DPSIKA,1.805534433843777e-05
route_HGHKBR,1.7955082721631753e-05
route_MRUSUB,1.7869934958898447e-05
route_LGKXIY,1.6812976298567205e-05
route_OOLPUS,1.6738129125811685e-05
route_CTUPER,1.6689912650328536e-05
booking_origin_Poland,1.6565503540009712e-05
route_BOMPER,1.636312971045667e-05
route_DACHND,1.6184060955769884e-05
route_DACICN,1.587518071657613e-05
route_HKGIKA,1.5604337212050968e-05
booking_origin_Guatemala,1.5535651828323396e-05
route_BOMSYD,1.4997290859630823e-05
booking_origin_Czech Republic,1.4970579382850188e-05
route_PUSSGN,1.4922275992740444e-05
route_CGKWUH,1.4834743479228761e-05
route_DELSBW,1.482605850578606e-05
route_HNDKTM,1.4758863204188961e-05
route_BWNHGH,1.4686944074666498e-05
